transcript_id,chromosome,strand,transcript_length_nt,num_exons,num_junctions,start_codon_transcript,stop_codon_transcript,stop_codon_exon,last_junction_pos,distance_stop_to_junction,protein_length_aa,nmd_status
ENSMUST00000032306,6,-,1799,8,7,166,1030,8.0,986,-44,288,NMD-insensitive
ENSMUST00000088867,6,-,1132,9,8,166,1129,,1084,-45,321,NMD-insensitive
ENSMUST00000032307,6,-,767,5,4,79,523,5.0,422,-101,148,NMD-insensitive
ENSMUST00000173837,6,-,897,5,4,556,562,2.0,769,207,2,NMD-sensitive
ENSMUST00000049150,6,-,3380,9,8,845,2132,9.0,1922,-210,429,NMD-insensitive
ENSMUST00000121078,6,-,1549,9,8,272,1292,9.0,1082,-210,340,NMD-insensitive
ENSMUST00000032309,6,-,1853,10,9,183,1266,9.0,1293,27,361,NMD-insensitive
ENSMUST00000087865,6,-,1684,9,8,221,1097,8.0,1125,28,292,NMD-insensitive
ENSMUST00000075020,6,+,602,5,4,22,547,5.0,517,-30,175,NMD-insensitive
ENSMUST00000161385,6,+,608,5,4,22,547,5.0,517,-30,175,NMD-insensitive
ENSMUST00000159229,6,+,608,5,4,22,547,5.0,517,-30,175,NMD-insensitive
ENSMUST00000087853,6,-,1621,4,3,5,1517,3.0,1543,26,504,NMD-insensitive
ENSMUST00000048686,6,-,1298,3,2,28,916,3.0,126,-790,296,NMD-insensitive
ENSMUST00000080849,6,-,1240,3,2,27,876,3.0,125,-751,283,NMD-insensitive
ENSMUST00000177523,6,+,993,3,2,33,900,2.0,919,19,289,NMD-insensitive
ENSMUST00000074042,6,+,819,3,2,33,816,,418,-398,261,NMD-insensitive
ENSMUST00000111972,6,+,870,2,1,0,867,2.0,63,-804,289,NMD-insensitive
ENSMUST00000076061,6,+,1074,3,2,33,981,2.0,1000,19,316,NMD-insensitive
ENSMUST00000178961,6,+,951,2,1,0,948,2.0,63,-885,316,NMD-insensitive
ENSMUST00000091791,6,-,484,3,2,31,331,2.0,377,46,100,NMD-insensitive
ENSMUST00000191462,6,+,574,3,2,158,425,2.0,467,42,89,NMD-insensitive
ENSMUST00000187237,6,+,710,4,3,124,349,2.0,600,251,75,NMD-sensitive
ENSMUST00000048459,6,+,649,4,3,35,554,4.0,554,0,173,NMD-insensitive
ENSMUST00000048032,6,-,707,4,3,139,502,4.0,449,-53,121,NMD-insensitive
ENSMUST00000203168,6,-,464,4,3,50,362,4.0,309,-53,104,NMD-insensitive
ENSMUST00000081028,6,+,5545,8,7,406,1861,8.0,1640,-221,485,NMD-insensitive
ENSMUST00000111963,6,+,5707,9,8,832,2020,9.0,1798,-222,396,NMD-insensitive
ENSMUST00000032321,6,+,2243,7,6,259,1243,7.0,1201,-42,328,NMD-insensitive
ENSMUST00000163589,6,+,2131,6,5,159,1143,6.0,1102,-41,328,NMD-insensitive
ENSMUST00000111960,6,+,1578,6,5,215,1199,6.0,1158,-41,328,NMD-insensitive
ENSMUST00000032322,6,-,9368,23,22,216,5055,23.0,4741,-314,1613,NMD-insensitive
ENSMUST00000047443,6,-,2376,4,3,370,1612,4.0,728,-884,414,NMD-insensitive
ENSMUST00000166591,6,+,792,4,3,117,705,4.0,477,-228,196,NMD-insensitive
ENSMUST00000062755,6,+,1764,4,3,260,845,4.0,617,-228,195,NMD-insensitive
ENSMUST00000129433,6,-,3993,7,6,560,1574,7.0,1369,-205,338,NMD-insensitive
ENSMUST00000100857,6,-,5104,7,6,710,2690,7.0,1519,-1171,660,NMD-insensitive
ENSMUST00000204083,6,-,1915,5,4,27,456,3.0,674,218,143,NMD-sensitive
ENSMUST00000149776,6,-,3305,4,3,458,1076,4.0,822,-254,206,NMD-insensitive
ENSMUST00000046303,6,+,3629,5,4,276,645,4.0,667,22,123,NMD-insensitive
ENSMUST00000111937,6,+,612,4,3,175,427,4.0,422,-5,84,NMD-insensitive
ENSMUST00000165392,6,-,1643,4,3,286,298,4.0,289,-9,4,NMD-insensitive
ENSMUST00000116515,6,-,2075,5,4,725,1952,5.0,720,-1232,409,NMD-insensitive
ENSMUST00000046255,6,-,1610,4,3,257,1502,4.0,232,-1270,415,NMD-insensitive
ENSMUST00000066107,6,-,1647,3,2,85,1588,3.0,319,-1269,501,NMD-insensitive
ENSMUST00000215088,6,-,1484,3,2,38,1430,3.0,200,-1230,464,NMD-insensitive
ENSMUST00000111932,6,-,1711,5,4,423,435,5.0,425,-10,4,NMD-insensitive
ENSMUST00000203409,6,-,679,4,3,266,278,4.0,269,-9,4,NMD-insensitive
ENSMUST00000204880,6,-,528,4,3,286,298,4.0,289,-9,4,NMD-insensitive
ENSMUST00000203762,6,-,498,4,3,21,309,4.0,300,-9,96,NMD-insensitive
ENSMUST00000067327,6,+,4552,2,1,519,1110,2.0,993,-117,197,NMD-insensitive
ENSMUST00000003115,6,+,2393,3,2,519,1110,2.0,1120,10,197,NMD-insensitive
ENSMUST00000204807,6,+,1757,4,3,76,667,3.0,676,9,197,NMD-insensitive
ENSMUST00000167323,6,+,3567,2,1,315,1053,2.0,311,-742,246,NMD-insensitive
ENSMUST00000032326,6,+,1764,12,11,30,1395,12.0,1255,-140,455,NMD-insensitive
ENSMUST00000050104,6,+,2083,4,3,136,1204,4.0,1117,-87,356,NMD-insensitive
ENSMUST00000032327,6,-,1348,4,3,110,1142,4.0,1070,-72,344,NMD-insensitive
ENSMUST00000111922,6,-,1317,3,2,147,1047,3.0,1040,-7,300,NMD-insensitive
ENSMUST00000045855,6,-,1058,4,3,118,688,4.0,513,-175,190,NMD-insensitive
ENSMUST00000111915,6,+,4221,13,12,88,1960,13.0,1945,-15,624,NMD-insensitive
ENSMUST00000111916,6,+,2927,14,13,88,2062,13.0,2065,3,658,NMD-insensitive
ENSMUST00000087729,6,-,1307,6,5,123,1227,6.0,882,-345,368,NMD-insensitive
ENSMUST00000111909,6,-,1087,6,5,38,1010,6.0,665,-345,324,NMD-insensitive
ENSMUST00000111911,6,-,1426,7,6,254,1349,7.0,1003,-346,365,NMD-insensitive
ENSMUST00000111910,6,-,1384,6,5,219,1314,6.0,969,-345,365,NMD-insensitive
ENSMUST00000205156,6,+,2911,6,5,395,875,6.0,706,-169,160,NMD-insensitive
ENSMUST00000154270,6,+,2832,6,5,205,328,3.0,627,299,41,NMD-sensitive
ENSMUST00000032330,6,+,2721,5,4,205,685,5.0,517,-168,160,NMD-insensitive
ENSMUST00000111907,6,+,2763,5,4,247,727,5.0,559,-168,160,NMD-insensitive
ENSMUST00000053880,6,-,24060,14,13,746,5192,14.0,3331,-1861,1482,NMD-insensitive
ENSMUST00000111905,6,-,7484,15,14,763,5209,15.0,3347,-1862,1482,NMD-insensitive
ENSMUST00000152012,6,-,2461,6,5,763,1774,6.0,1768,-6,337,NMD-insensitive
ENSMUST00000204530,6,+,1573,2,1,132,1365,2.0,109,-1256,411,NMD-insensitive
ENSMUST00000204830,6,-,1813,2,1,299,1412,2.0,242,-1170,371,NMD-insensitive
ENSMUST00000032335,6,+,8059,15,14,169,4087,15.0,3656,-431,1306,NMD-insensitive
ENSMUST00000032336,6,-,2010,11,10,249,1899,11.0,1721,-178,550,NMD-insensitive
ENSMUST00000032338,6,-,3959,27,26,159,3375,27.0,3177,-198,1072,NMD-insensitive
ENSMUST00000078095,6,-,3863,26,25,136,3280,26.0,3083,-197,1048,NMD-insensitive
ENSMUST00000203982,6,+,577,2,1,7,385,2.0,381,-4,126,NMD-insensitive
ENSMUST00000116514,6,-,2739,12,11,259,2182,12.0,1740,-442,641,NMD-insensitive
ENSMUST00000204272,6,-,905,8,7,162,744,7.0,836,92,194,NMD-sensitive
ENSMUST00000052702,6,+,1120,3,2,347,1088,3.0,321,-767,247,NMD-insensitive
ENSMUST00000203499,6,+,2057,2,1,1158,1899,2.0,1133,-766,247,NMD-insensitive
ENSMUST00000068293,6,-,2056,2,1,108,783,2.0,93,-690,225,NMD-insensitive
ENSMUST00000203468,6,-,1791,2,1,277,952,2.0,22,-930,225,NMD-insensitive
ENSMUST00000111894,6,-,1069,3,2,110,785,2.0,790,5,225,NMD-insensitive
ENSMUST00000032341,6,-,2517,3,2,490,1390,3.0,1278,-112,300,NMD-insensitive
ENSMUST00000032342,6,-,617,4,3,93,405,4.0,260,-145,104,NMD-insensitive
ENSMUST00000032343,6,-,1029,7,6,58,874,7.0,826,-48,272,NMD-insensitive
ENSMUST00000111892,6,-,1153,6,5,78,678,6.0,476,-202,200,NMD-insensitive
ENSMUST00000032344,6,-,1193,6,5,118,718,6.0,516,-202,200,NMD-insensitive
ENSMUST00000111891,6,-,828,6,5,99,699,6.0,497,-202,200,NMD-insensitive
ENSMUST00000137768,6,+,5940,4,3,92,341,4.0,264,-77,83,NMD-insensitive
ENSMUST00000204382,6,+,211,2,1,0,183,2.0,133,-50,61,NMD-insensitive
ENSMUST00000032347,6,-,2075,5,4,167,764,5.0,355,-409,199,NMD-insensitive
ENSMUST00000117919,6,-,2262,5,4,360,957,5.0,548,-409,199,NMD-insensitive
ENSMUST00000119610,6,-,890,4,3,313,853,4.0,445,-408,180,NMD-insensitive
ENSMUST00000149100,6,-,635,3,2,336,480,3.0,395,-85,48,NMD-insensitive
ENSMUST00000167679,6,+,5096,26,25,352,3946,26.0,3940,-6,1198,NMD-insensitive
ENSMUST00000077115,6,+,5049,27,26,221,3899,27.0,3892,-7,1226,NMD-insensitive
ENSMUST00000167002,6,+,2767,16,15,396,1611,15.0,1615,4,405,NMD-insensitive
ENSMUST00000203914,6,+,2667,15,14,380,1511,14.0,1516,5,377,NMD-insensitive
ENSMUST00000058210,6,-,4567,22,21,330,2793,22.0,2661,-132,821,NMD-insensitive
ENSMUST00000100841,6,-,4151,21,20,337,2800,21.0,2669,-131,821,NMD-insensitive
ENSMUST00000111878,6,-,3560,21,20,255,2718,21.0,2587,-131,821,NMD-insensitive
ENSMUST00000064910,6,+,2650,10,9,277,1327,10.0,1259,-68,350,NMD-insensitive
ENSMUST00000203216,6,+,688,4,3,52,400,4.0,343,-57,116,NMD-insensitive
ENSMUST00000087675,6,+,1729,9,8,50,1004,9.0,942,-62,318,NMD-insensitive
ENSMUST00000203693,6,+,1446,8,7,32,902,8.0,775,-127,290,NMD-insensitive
ENSMUST00000171804,6,-,2461,9,8,0,1698,9.0,1545,-153,566,NMD-insensitive
ENSMUST00000008684,6,+,1167,4,3,322,787,4.0,540,-247,155,NMD-insensitive
ENSMUST00000120939,6,+,913,5,4,110,416,4.0,435,19,102,NMD-insensitive
ENSMUST00000204628,6,+,471,3,2,84,222,3.0,208,-14,46,NMD-insensitive
ENSMUST00000140932,6,+,742,3,2,222,375,3.0,129,-246,51,NMD-insensitive
ENSMUST00000120302,6,+,559,4,3,85,550,4.0,303,-247,155,NMD-insensitive
ENSMUST00000120230,6,+,1027,4,3,378,843,4.0,596,-247,155,NMD-insensitive
ENSMUST00000118091,6,+,1030,4,3,106,793,4.0,546,-247,229,NMD-insensitive
ENSMUST00000162772,6,-,3664,5,4,202,637,5.0,530,-107,145,NMD-insensitive
ENSMUST00000163065,6,-,2425,4,3,208,676,4.0,570,-106,156,NMD-insensitive
ENSMUST00000160050,6,-,1456,4,3,97,277,3.0,367,90,60,NMD-sensitive
ENSMUST00000163024,6,-,1331,4,3,542,977,4.0,871,-106,145,NMD-insensitive
ENSMUST00000161450,6,-,1048,5,4,263,698,5.0,591,-107,145,NMD-insensitive
ENSMUST00000203435,6,-,572,4,3,94,529,4.0,423,-106,145,NMD-insensitive
ENSMUST00000170650,6,-,958,5,4,102,714,5.0,430,-284,204,NMD-insensitive
ENSMUST00000190962,6,+,1774,7,6,341,1544,7.0,1369,-175,401,NMD-insensitive
ENSMUST00000187618,6,+,2023,8,7,483,1686,8.0,1510,-176,401,NMD-insensitive
ENSMUST00000032353,6,+,1206,5,4,0,1203,,1030,-173,401,NMD-insensitive
ENSMUST00000087657,6,+,3303,16,15,0,1959,16.0,1794,-165,653,NMD-insensitive
ENSMUST00000032356,6,-,2271,14,13,221,371,3.0,2071,1700,50,NMD-sensitive
ENSMUST00000137148,6,-,2226,14,13,195,345,3.0,2075,1730,50,NMD-sensitive
ENSMUST00000129986,6,-,2178,14,13,176,326,3.0,2029,1703,50,NMD-sensitive
ENSMUST00000149931,6,-,989,6,5,176,326,3.0,775,449,50,NMD-sensitive
ENSMUST00000087622,6,+,7382,31,30,111,3918,31.0,3796,-122,1269,NMD-insensitive
ENSMUST00000204145,6,+,2902,21,20,5,596,7.0,2741,2145,197,NMD-sensitive
ENSMUST00000203774,6,+,1912,10,9,163,1738,10.0,1588,-150,525,NMD-insensitive
ENSMUST00000204876,6,+,1928,11,10,160,1753,11.0,1602,-151,531,NMD-insensitive
ENSMUST00000032359,6,+,5932,8,7,412,1234,8.0,1199,-35,274,NMD-insensitive
ENSMUST00000087614,6,+,3727,8,7,196,1684,8.0,1649,-35,496,NMD-insensitive
ENSMUST00000095350,6,+,2575,9,8,6,1518,9.0,1485,-33,504,NMD-insensitive
ENSMUST00000160836,6,+,1393,9,8,143,1007,9.0,956,-51,288,NMD-insensitive
ENSMUST00000161335,6,+,2524,9,8,192,1056,9.0,1005,-51,288,NMD-insensitive
ENSMUST00000043259,6,+,12302,16,15,321,3744,16.0,3490,-254,1141,NMD-insensitive
ENSMUST00000204998,6,+,2427,14,13,274,415,4.0,2015,1600,47,NMD-sensitive
ENSMUST00000135562,6,+,2680,15,14,378,1788,11.0,2251,463,470,NMD-sensitive
ENSMUST00000032362,6,+,3178,15,14,378,2526,15.0,2292,-234,716,NMD-insensitive
ENSMUST00000205214,6,+,2515,15,14,243,2244,15.0,2010,-234,667,NMD-insensitive
ENSMUST00000203140,6,+,2771,13,12,281,350,3.0,1951,1601,23,NMD-sensitive
ENSMUST00000042812,6,+,3307,16,15,197,2264,16.0,2035,-229,689,NMD-insensitive
ENSMUST00000203597,6,+,1965,14,13,0,1962,,1735,-227,654,NMD-insensitive
ENSMUST00000148411,6,-,2449,14,13,32,2042,14.0,1812,-230,670,NMD-insensitive
ENSMUST00000165990,6,-,3823,17,16,289,2299,17.0,2066,-233,670,NMD-insensitive
ENSMUST00000032364,6,-,2252,14,13,0,2010,14.0,1780,-230,670,NMD-insensitive
ENSMUST00000168119,6,-,3904,15,14,172,2020,14.0,2041,21,616,NMD-insensitive
ENSMUST00000042119,6,-,3395,14,13,324,2334,14.0,2104,-230,670,NMD-insensitive
ENSMUST00000181791,6,-,2450,16,15,146,2096,16.0,1864,-232,650,NMD-insensitive
ENSMUST00000181628,6,-,2364,15,14,0,2010,15.0,1779,-231,670,NMD-insensitive
ENSMUST00000111832,6,-,1953,14,13,0,1950,,1720,-230,650,NMD-insensitive
ENSMUST00000111827,6,-,2815,15,14,178,2188,15.0,1957,-231,670,NMD-insensitive
ENSMUST00000153268,6,-,2365,13,12,50,335,3.0,1698,1363,95,NMD-sensitive
ENSMUST00000111825,6,-,2586,15,14,138,2148,15.0,1917,-231,670,NMD-insensitive
ENSMUST00000081380,6,-,2572,15,14,124,2134,15.0,1903,-231,670,NMD-insensitive
ENSMUST00000041993,6,+,839,3,2,100,379,3.0,181,-198,93,NMD-insensitive
ENSMUST00000041852,6,+,2831,12,11,79,1573,12.0,1316,-257,498,NMD-insensitive
ENSMUST00000032370,6,-,2112,16,15,47,1940,16.0,1893,-47,631,NMD-insensitive
ENSMUST00000100832,6,-,3054,16,15,85,1987,16.0,1931,-56,634,NMD-insensitive
ENSMUST00000111803,6,-,3389,15,14,98,2042,15.0,1881,-161,648,NMD-insensitive
ENSMUST00000032372,6,+,2818,5,4,124,538,5.0,498,-40,138,NMD-insensitive
ENSMUST00000126521,6,+,357,6,5,0,354,,293,-61,118,NMD-insensitive
ENSMUST00000211094,6,+,1510,6,5,0,348,6.0,287,-61,116,NMD-insensitive
ENSMUST00000032371,6,-,2657,17,16,308,2420,16.0,2422,2,704,NMD-insensitive
ENSMUST00000032373,6,-,1304,8,7,111,1113,8.0,941,-172,334,NMD-insensitive
ENSMUST00000203945,6,-,2548,3,2,505,1777,3.0,877,-900,424,NMD-insensitive
ENSMUST00000032374,6,-,2269,3,2,262,643,3.0,634,-9,127,NMD-insensitive
ENSMUST00000100827,6,-,7306,40,39,161,4799,40.0,4625,-174,1546,NMD-insensitive
ENSMUST00000073173,6,-,7433,40,39,217,4750,39.0,4752,2,1511,NMD-insensitive
ENSMUST00000111771,6,-,7499,40,39,217,4816,39.0,4818,2,1533,NMD-insensitive
ENSMUST00000087527,6,-,6213,41,40,161,4799,40.0,4800,1,1546,NMD-insensitive
ENSMUST00000205202,6,-,4752,39,38,216,4749,,4576,-173,1511,NMD-insensitive
ENSMUST00000204870,6,-,1458,5,4,258,735,5.0,538,-197,159,NMD-insensitive
ENSMUST00000032419,6,+,1760,8,7,87,1383,8.0,1188,-195,432,NMD-insensitive
ENSMUST00000133248,6,+,631,4,3,19,277,2.0,560,283,86,NMD-sensitive
ENSMUST00000144920,6,+,3236,5,4,9,267,2.0,682,415,86,NMD-sensitive
ENSMUST00000156662,6,-,2160,7,6,112,625,4.0,917,292,171,NMD-sensitive
ENSMUST00000111768,6,-,1475,6,5,76,946,6.0,810,-136,290,NMD-insensitive
ENSMUST00000032421,6,-,8991,5,4,684,1749,5.0,1261,-488,355,NMD-insensitive
ENSMUST00000205149,6,-,2159,5,4,373,676,1.0,1116,440,101,NMD-sensitive
ENSMUST00000171349,6,-,4292,25,24,204,3201,25.0,3051,-150,999,NMD-insensitive
ENSMUST00000087485,6,-,4265,25,24,204,3174,25.0,3024,-150,990,NMD-insensitive
ENSMUST00000205119,6,-,4149,25,24,187,397,4.0,2913,2516,70,NMD-sensitive
ENSMUST00000111758,6,-,4062,24,23,9,2979,24.0,2830,-149,990,NMD-insensitive
ENSMUST00000204655,6,-,3526,24,23,0,2997,24.0,2848,-149,999,NMD-insensitive
ENSMUST00000203187,6,-,3494,26,25,168,3216,26.0,3065,-151,1016,NMD-insensitive
ENSMUST00000203673,6,-,3332,28,27,102,3258,28.0,3105,-153,1052,NMD-insensitive
ENSMUST00000204947,6,+,1791,8,7,260,1379,8.0,1342,-37,373,NMD-insensitive
ENSMUST00000032413,6,+,6433,8,7,251,1340,8.0,1263,-77,363,NMD-insensitive
ENSMUST00000205256,6,+,2647,7,6,227,1235,7.0,1166,-69,336,NMD-insensitive
ENSMUST00000038815,6,-,7243,15,14,112,2401,15.0,2086,-315,763,NMD-insensitive
ENSMUST00000170367,6,-,7184,14,13,200,2342,14.0,2028,-314,714,NMD-insensitive
ENSMUST00000111749,6,-,3879,14,13,190,2227,14.0,1913,-314,679,NMD-insensitive
ENSMUST00000111748,6,-,1734,8,7,126,1302,8.0,994,-308,392,NMD-insensitive
ENSMUST00000077160,6,-,2526,14,13,84,2229,14.0,1915,-314,715,NMD-insensitive
ENSMUST00000032402,6,-,7833,11,10,43,1402,11.0,1353,-49,453,NMD-insensitive
ENSMUST00000111742,6,-,2556,11,10,290,1448,11.0,1399,-49,386,NMD-insensitive
ENSMUST00000048252,6,-,1642,10,9,290,1469,10.0,1325,-144,393,NMD-insensitive
ENSMUST00000135984,6,+,2065,20,19,156,312,4.0,1554,1242,52,NMD-sensitive
ENSMUST00000032396,6,+,2319,19,18,445,2062,19.0,1803,-259,539,NMD-insensitive
ENSMUST00000111728,6,-,2682,15,14,424,2461,15.0,2177,-284,679,NMD-insensitive
ENSMUST00000060797,6,-,2572,16,15,161,2351,16.0,2066,-285,730,NMD-insensitive
ENSMUST00000204105,6,-,2425,17,16,65,1997,16.0,2026,29,644,NMD-insensitive
ENSMUST00000111725,6,+,872,3,2,386,644,3.0,429,-215,86,NMD-insensitive
ENSMUST00000111726,6,+,1374,3,2,140,398,3.0,183,-215,86,NMD-insensitive
ENSMUST00000039729,6,+,2436,3,2,802,1060,3.0,845,-215,86,NMD-insensitive
ENSMUST00000111723,6,+,842,4,3,376,634,4.0,418,-216,86,NMD-insensitive
ENSMUST00000111724,6,+,1618,4,3,384,642,4.0,426,-216,86,NMD-insensitive
ENSMUST00000111721,6,+,1336,3,2,102,360,3.0,145,-215,86,NMD-insensitive
ENSMUST00000111719,6,+,968,4,3,539,797,4.0,581,-216,86,NMD-insensitive
ENSMUST00000032399,6,-,4678,5,4,202,766,5.0,648,-118,188,NMD-insensitive
ENSMUST00000203147,6,-,817,3,2,202,427,3.0,311,-116,75,NMD-insensitive
ENSMUST00000111710,6,-,1194,6,5,140,707,5.0,709,2,189,NMD-insensitive
ENSMUST00000156486,6,-,832,4,3,133,253,3.0,401,148,40,NMD-sensitive
ENSMUST00000148739,6,-,3385,11,10,354,1155,7.0,1684,529,267,NMD-sensitive
ENSMUST00000111706,6,-,2350,9,8,415,1504,8.0,1528,24,363,NMD-insensitive
ENSMUST00000111708,6,-,1559,10,9,179,1418,10.0,1383,-35,413,NMD-insensitive
ENSMUST00000087445,6,+,1775,5,4,330,1680,5.0,1382,-298,450,NMD-insensitive
ENSMUST00000111704,6,+,5446,5,4,288,303,2.0,1429,1126,5,NMD-sensitive
ENSMUST00000140966,6,+,427,3,2,181,196,2.0,289,93,5,NMD-sensitive
ENSMUST00000032388,6,+,1733,4,3,70,85,1.0,1212,1127,5,NMD-sensitive
ENSMUST00000032386,6,-,6133,5,4,291,1521,5.0,633,-888,410,NMD-insensitive
ENSMUST00000111703,6,-,744,5,4,35,428,5.0,377,-51,131,NMD-insensitive
ENSMUST00000111702,6,+,4415,4,3,264,684,4.0,318,-366,140,NMD-insensitive
ENSMUST00000032383,6,+,4431,3,2,52,700,3.0,335,-365,216,NMD-insensitive
ENSMUST00000111701,6,+,4512,3,2,361,781,3.0,416,-365,140,NMD-insensitive
ENSMUST00000079573,6,-,11679,56,55,300,8304,56.0,8165,-139,2668,NMD-insensitive
ENSMUST00000053273,6,-,8331,57,56,34,8137,57.0,7997,-140,2701,NMD-insensitive
ENSMUST00000139732,6,-,2834,19,18,345,582,3.0,2700,2118,79,NMD-sensitive
ENSMUST00000032427,6,-,3059,18,17,546,2742,18.0,2688,-54,732,NMD-insensitive
ENSMUST00000037836,6,+,687,5,4,59,575,5.0,451,-124,172,NMD-insensitive
ENSMUST00000067404,6,+,2766,6,5,352,997,6.0,857,-140,215,NMD-insensitive
ENSMUST00000111663,6,+,2880,7,6,352,1111,7.0,970,-141,253,NMD-insensitive
ENSMUST00000058245,6,+,918,5,4,290,806,5.0,682,-124,172,NMD-insensitive
ENSMUST00000037709,6,-,3241,12,11,136,1831,12.0,1560,-271,565,NMD-insensitive
ENSMUST00000127529,6,-,769,6,5,37,289,3.0,700,411,84,NMD-sensitive
ENSMUST00000032429,6,+,814,4,3,64,496,4.0,319,-177,144,NMD-insensitive
ENSMUST00000111650,6,+,572,3,2,31,301,3.0,186,-115,90,NMD-insensitive
ENSMUST00000204040,6,+,623,5,4,20,452,4.0,519,67,144,NMD-sensitive
ENSMUST00000001675,6,+,4550,14,13,64,1456,14.0,1318,-138,464,NMD-insensitive
ENSMUST00000111644,6,+,2274,14,13,23,1436,14.0,1277,-159,471,NMD-insensitive
ENSMUST00000111639,6,+,2923,17,16,300,2037,17.0,1887,-150,579,NMD-insensitive
ENSMUST00000111636,6,+,1713,15,14,0,1710,,1562,-148,570,NMD-insensitive
ENSMUST00000129788,6,+,1664,15,14,0,597,7.0,1513,916,199,NMD-sensitive
ENSMUST00000111638,6,+,1710,15,14,0,1707,,1559,-148,569,NMD-insensitive
ENSMUST00000080530,6,+,1740,15,14,0,1737,,1589,-148,579,NMD-insensitive
ENSMUST00000032433,6,+,1276,10,9,171,1212,10.0,1007,-205,347,NMD-insensitive
ENSMUST00000016631,6,+,4851,27,26,316,3223,27.0,3113,-110,969,NMD-insensitive
ENSMUST00000111623,6,+,4782,28,27,214,3154,28.0,3043,-111,980,NMD-insensitive
ENSMUST00000036592,6,-,3007,3,2,178,1081,3.0,833,-248,301,NMD-insensitive
ENSMUST00000111622,6,-,2023,3,2,170,1070,3.0,825,-245,300,NMD-insensitive
ENSMUST00000036111,6,+,4162,8,7,31,991,8.0,717,-274,320,NMD-insensitive
ENSMUST00000100780,6,-,1125,3,2,68,1079,3.0,418,-661,337,NMD-insensitive
ENSMUST00000123367,6,-,542,2,1,37,484,2.0,253,-231,149,NMD-insensitive
ENSMUST00000036003,6,+,6267,3,2,153,1632,3.0,1181,-451,493,NMD-insensitive
ENSMUST00000052296,6,-,1603,4,3,608,1133,4.0,1123,-10,175,NMD-insensitive
ENSMUST00000204197,6,-,1281,4,3,294,819,4.0,809,-10,175,NMD-insensitive
ENSMUST00000032441,6,+,2459,13,12,203,1529,13.0,1409,-120,442,NMD-insensitive
ENSMUST00000156106,6,+,353,5,4,83,194,4.0,276,82,37,NMD-sensitive
ENSMUST00000032443,6,+,3480,12,11,291,1836,12.0,1665,-171,515,NMD-insensitive
ENSMUST00000111607,6,+,3395,13,12,134,1640,13.0,1610,-30,502,NMD-insensitive
ENSMUST00000136008,6,-,4174,14,13,442,1573,14.0,1500,-73,377,NMD-insensitive
ENSMUST00000032446,6,-,1661,13,12,175,298,3.0,1125,827,41,NMD-sensitive
ENSMUST00000130242,6,-,868,11,10,90,198,3.0,819,621,36,NMD-sensitive
ENSMUST00000060095,6,-,8383,20,19,190,3016,20.0,2859,-157,942,NMD-insensitive
ENSMUST00000100772,6,-,8269,19,18,190,2902,19.0,2746,-156,904,NMD-insensitive
ENSMUST00000140797,6,-,2245,17,16,77,1787,14.0,2084,297,570,NMD-sensitive
ENSMUST00000048418,6,-,5360,25,24,220,3250,25.0,3209,-41,1010,NMD-insensitive
ENSMUST00000204936,6,-,1408,11,10,217,322,2.0,1322,1000,35,NMD-sensitive
ENSMUST00000111569,6,-,3697,19,18,263,3356,19.0,2772,-584,1031,NMD-insensitive
ENSMUST00000072324,6,-,2952,18,17,176,2612,18.0,2029,-583,812,NMD-insensitive
ENSMUST00000054080,6,-,2697,6,5,195,858,6.0,696,-162,221,NMD-insensitive
ENSMUST00000203164,6,-,2442,5,4,20,446,4.0,464,18,142,NMD-insensitive
ENSMUST00000204435,6,-,2785,7,6,305,968,7.0,805,-163,221,NMD-insensitive
ENSMUST00000081956,6,-,2737,6,5,257,920,6.0,758,-162,221,NMD-insensitive
ENSMUST00000111562,6,-,906,6,5,82,745,6.0,583,-162,221,NMD-insensitive
ENSMUST00000204119,6,-,571,5,4,138,270,3.0,540,270,44,NMD-sensitive
ENSMUST00000204590,6,-,526,4,3,154,286,3.0,406,120,44,NMD-sensitive
ENSMUST00000111557,6,-,9831,21,20,371,4193,21.0,3992,-201,1274,NMD-insensitive
ENSMUST00000126406,6,+,478,3,2,333,339,3.0,223,-116,2,NMD-insensitive
ENSMUST00000047531,6,+,1562,4,3,300,306,2.0,729,423,2,NMD-sensitive
ENSMUST00000179873,6,+,1576,4,3,319,325,2.0,748,423,2,NMD-sensitive
ENSMUST00000111548,6,+,1398,3,2,407,413,3.0,297,-116,2,NMD-insensitive
ENSMUST00000111547,6,+,1250,2,1,259,265,2.0,150,-115,2,NMD-insensitive
ENSMUST00000134306,6,+,848,5,4,359,365,3.0,787,422,2,NMD-sensitive
ENSMUST00000147934,6,+,1092,3,2,219,603,3.0,260,-343,128,NMD-insensitive
ENSMUST00000166416,6,+,698,4,3,194,200,2.0,623,423,2,NMD-sensitive
ENSMUST00000111551,6,+,1558,5,4,296,302,3.0,724,422,2,NMD-sensitive
ENSMUST00000111535,6,-,1457,7,6,69,843,7.0,766,-77,258,NMD-insensitive
ENSMUST00000095319,6,-,1369,7,6,541,1186,7.0,1109,-77,215,NMD-insensitive
ENSMUST00000046689,6,+,6066,5,4,586,5149,5.0,4990,-159,1521,NMD-insensitive
ENSMUST00000189932,6,+,5269,5,4,522,5085,5.0,4926,-159,1521,NMD-insensitive
